"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"902","9/1/2016 00:24:50","9/1/2016 00:39:53","385","E 55 St & 2 Ave","40.75797322","-73.96603308","428","E 3 St & 1 Ave","40.72467721","-73.98783413","25421","Subscriber","1979","1"
"301","9/1/2016 00:25:05","9/1/2016 00:30:07","518","E 39 St & 2 Ave","40.74780373","-73.9734419","507","E 25 St & 2 Ave","40.73912601","-73.97973776","17118","Subscriber","1994","1"
"304","9/1/2016 00:25:49","9/1/2016 00:30:53","3087","Metropolitan Ave & Meeker Ave","40.71413311","-73.95234386","3076","Scholes St & Manhattan Ave","40.70870368","-73.9448625","18529","Subscriber","1988","1"
"874","9/1/2016 00:25:51","9/1/2016 00:40:25","3119","Vernon Blvd & 50 Ave","40.74232744","-73.95411749","3100","Nassau Ave & Newell St","40.724812564400175","-73.94752621650696","16946","Subscriber","1981","1"
"944","9/1/2016 00:26:07","9/1/2016 00:41:52","72","W 52 St & 11 Ave","40.76727216","-73.99392888","453","W 22 St & 8 Ave","40.74475148","-73.99915362","22738","Subscriber","1989","2"
"431","9/1/2016 00:26:13","9/1/2016 00:33:25","525","W 34 St & 11 Ave","40.75594159","-74.0021163","434","9 Ave & W 18 St","40.74317449","-74.00366443","24927","Subscriber","1964","1"
"1638","9/1/2016 00:26:15","9/1/2016 00:53:33","384","Fulton St & Washington Ave","40.683048","-73.964915","261","Johnson St & Gold St","40.69474881","-73.98362464","23522","Subscriber","1975","1"
"476","9/1/2016 00:26:18","9/1/2016 00:34:15","313","Washington Ave & Park Ave","40.69610226","-73.96751037","430","York St & Jay St","40.7014851","-73.98656928","23353","Subscriber","1989","1"
"537","9/1/2016 00:26:24","9/1/2016 00:35:21","307","Canal St & Rutgers St","40.71427487","-73.98990025","2009","Catherine St & Monroe St","40.71117444","-73.99682619","15596","Subscriber","1984","2"
"807","9/1/2016 00:26:32","9/1/2016 00:40:00","305","E 58 St & 3 Ave","40.76095756","-73.96724467","3286","E 89 St & 3 Ave","40.7806284","-73.9521667","19513","Subscriber","1968","1"
"142","9/1/2016 00:26:33","9/1/2016 00:28:55","195","Liberty St & Broadway","40.70905623","-74.01043382","3002","South End Ave & Liberty St","40.711512","-74.015756","26349","Subscriber","1993","1"
"242","9/1/2016 00:26:40","9/1/2016 00:30:43","3314","W 95 St & Broadway","40.7937704","-73.971888","3341","Central Park West & W 102 St","40.795346","-73.96186","21693","Subscriber","1987","1"
"415","9/1/2016 00:26:56","9/1/2016 00:33:52","380","W 4 St & 7 Ave S","40.73401143","-74.00293877","3263","Cooper Square & E 7 St","40.72923649910006","-73.99086803197861","26415","Subscriber","1973","2"
"558","9/1/2016 00:26:59","9/1/2016 00:36:18","151","Cleveland Pl & Spring St","40.722103786686034","-73.99724900722504","356","Bialystoker Pl & Delancey St","40.71622644","-73.98261206","18804","Subscriber","1954","1"
"2130","9/1/2016 00:27:10","9/1/2016 01:02:40","528","2 Ave & E 31 St","40.74290902","-73.97706058","315","South St & Gouverneur Ln","40.70355377","-74.00670227","24159","Subscriber","1992","1"
"548","9/1/2016 00:27:13","9/1/2016 00:36:22","432","E 7 St & Avenue A","40.72621788","-73.98379855","128","MacDougal St & Prince St","40.72710258","-74.00297088","18653","Subscriber","1971","1"
"130","9/1/2016 00:27:21","9/1/2016 00:29:32","348","W Broadway & Spring St","40.72490985","-74.00154702","151","Cleveland Pl & Spring St","40.722103786686034","-73.99724900722504","24814","Subscriber","1978","1"
"1373","9/1/2016 00:27:26","9/1/2016 00:50:20","453","W 22 St & 8 Ave","40.74475148","-73.99915362","3002","South End Ave & Liberty St","40.711512","-74.015756","26341","Subscriber","1982","2"
"549","9/1/2016 00:27:26","9/1/2016 00:36:36","307","Canal St & Rutgers St","40.71427487","-73.98990025","2009","Catherine St & Monroe St","40.71117444","-73.99682619","21026","Subscriber","1994","2"
"122","9/1/2016 00:27:34","9/1/2016 00:29:36","3145","E 84 St & Park Ave","40.77862688","-73.95772073","3284","E 88 St & Park Ave","40.781410700190015","-73.95595908164978","26830","Subscriber","1985","1"
"482","9/1/2016 00:27:36","9/1/2016 00:35:39","458","11 Ave & W 27 St","40.751396","-74.005226","488","W 39 St & 9 Ave","40.75645824","-73.99372222","23089","Subscriber","1974","1"
"542","9/1/2016 00:27:39","9/1/2016 00:36:41","243","Fulton St & Rockwell Pl","40.688226","-73.979382","343","Clinton Ave & Flushing Ave","40.69794","-73.96986848","22974","Subscriber","1986","1"
"237","9/1/2016 00:27:48","9/1/2016 00:31:46","3177","W 84 St & Broadway","40.7867947","-73.977112","3168","Central Park West & W 85 St","40.78472675","-73.96961715","19843","Subscriber","1988","1"
"680","9/1/2016 00:28:20","9/1/2016 00:39:41","402","Broadway & E 22 St","40.7403432","-73.98955109","238","Bank St & Washington St","40.7361967","-74.00859207","22955","Subscriber","1992","2"
"433","9/1/2016 00:28:41","9/1/2016 00:35:54","472","E 32 St & Park Ave","40.7457121","-73.98194829","490","8 Ave & W 33 St","40.751551","-73.993934","22526","Subscriber","1992","1"
"964","9/1/2016 00:28:46","9/1/2016 00:44:50","3161","W 76 St & Columbus Ave","40.7801839724239","-73.97728532552719","3159","W 67 St & Broadway","40.77492513","-73.98266566","26577","Subscriber","1980","1"
"558","9/1/2016 00:29:07","9/1/2016 00:38:26","168","W 18 St & 6 Ave","40.73971301","-73.99456405","3265","E 2 St & 2 Ave","40.7245634290432","-73.9894437789917","25999","Subscriber","1974","1"
"1176","9/1/2016 00:29:15","9/1/2016 00:48:52","3110","Meserole Ave & Manhattan Ave","40.72708584","-73.95299117","295","Pike St & E Broadway","40.71406667","-73.99293911","26709","Subscriber","1980","1"
"1821","9/1/2016 00:29:26","9/1/2016 00:59:48","518","E 39 St & 2 Ave","40.74780373","-73.9734419","295","Pike St & E Broadway","40.71406667","-73.99293911","26925","Subscriber","1970","2"
"1401","9/1/2016 00:29:30","9/1/2016 00:52:52","3105","N 15 St & Wythe Ave","40.724055","-73.955736","3107","Bedford Ave & Nassau Ave","40.72311651","-73.95212324","25375","Subscriber","1970","1"
"657","9/1/2016 00:29:32","9/1/2016 00:40:29","3255","8 Ave & W 31 St","40.7505853470215","-73.9946848154068","3176","W 64 St & West End Ave","40.77452835","-73.98753759","21331","Subscriber","1991","1"
"227","9/1/2016 00:29:37","9/1/2016 00:33:25","326","E 11 St & 1 Ave","40.72953837","-73.98426726","312","Allen St & Stanton St","40.722055","-73.989111","22010","Subscriber","1983","1"
"692","9/1/2016 00:29:42","9/1/2016 00:41:15","490","8 Ave & W 33 St","40.751551","-73.993934","380","W 4 St & 7 Ave S","40.73401143","-74.00293877","23910","Subscriber","1978","1"
"323","9/1/2016 00:29:43","9/1/2016 00:35:07","428","E 3 St & 1 Ave","40.72467721","-73.98783413","504","1 Ave & E 16 St","40.73221853","-73.98165557","17363","Subscriber","1969","1"
"936","9/1/2016 00:29:55","9/1/2016 00:45:31","479","9 Ave & W 45 St","40.76019252","-73.9912551","479","9 Ave & W 45 St","40.76019252","-73.9912551","26548","Subscriber","1990","1"
"311","9/1/2016 00:29:58","9/1/2016 00:35:10","428","E 3 St & 1 Ave","40.72467721","-73.98783413","504","1 Ave & E 16 St","40.73221853","-73.98165557","24902","Subscriber","1970","2"
"857","9/1/2016 00:29:59","9/1/2016 00:44:17","297","E 15 St & 3 Ave","40.734232","-73.986923","537","Lexington Ave & E 24 St","40.74025878","-73.98409214","22875","Subscriber","1985","1"
"446","9/1/2016 00:30:12","9/1/2016 00:37:38","351","Front St & Maiden Ln","40.70530954","-74.00612572","304","Broadway & Battery Pl","40.70463334","-74.01361706","18728","Subscriber","1983","1"
"533","9/1/2016 00:30:24","9/1/2016 00:39:17","3171","Amsterdam Ave & W 82 St","40.78524672","-73.97667321","3316","W 104 St & Amsterdam Ave","40.7989937","-73.9662173778","19545","Subscriber","1988","1"
"232","9/1/2016 00:30:29","9/1/2016 00:34:22","494","W 26 St & 8 Ave","40.74734825","-73.99723551","3258","W 27 St & 10 Ave","40.75018156325683","-74.00218427181244","24840","Subscriber","1970","1"
"1576","9/1/2016 00:30:33","9/1/2016 00:56:50","368","Carmine St & 6 Ave","40.73038599","-74.00214988","471","Grand St & Havemeyer St","40.71286844","-73.95698119","24147","Subscriber","1988","1"
"288","9/1/2016 00:30:45","9/1/2016 00:35:34","435","W 21 St & 6 Ave","40.74173969","-73.99415556","453","W 22 St & 8 Ave","40.74475148","-73.99915362","22082","Subscriber","1972","1"
"699","9/1/2016 00:30:44","9/1/2016 00:42:24","295","Pike St & E Broadway","40.71406667","-73.99293911","394","E 9 St & Avenue C","40.72521311","-73.97768752","23492","Customer","1984","1"
"842","9/1/2016 00:30:50","9/1/2016 00:44:53","434","9 Ave & W 18 St","40.74317449","-74.00366443","447","8 Ave & W 52 St","40.76370739","-73.9851615","25982","Subscriber","1978","1"
"578","9/1/2016 00:30:53","9/1/2016 00:40:31","335","Washington Pl & Broadway","40.72903917","-73.99404649","311","Norfolk St & Broome St","40.7172274","-73.98802084","23602","Subscriber","1991","1"
"1746","9/1/2016 00:31:01","9/1/2016 01:00:08","116","W 17 St & 8 Ave","40.74177603","-74.00149746","3314","W 95 St & Broadway","40.7937704","-73.971888","16396","Subscriber","1988","2"
"754","9/1/2016 00:31:05","9/1/2016 00:43:39","3116","Huron St & Franklin St","40.73266","-73.95826","3082","Hope St & Union Ave","40.71167351","-73.95141312","25874","Subscriber","1979","1"
"400","9/1/2016 00:31:10","9/1/2016 00:37:50","3064","Myrtle Ave & Lewis Ave","40.69681963","-73.93756926","3058","Lewis Ave & Kosciuszko St","40.69237074","-73.93705428","18110","Customer","","0"
"826","9/1/2016 00:31:12","9/1/2016 00:44:59","3416","7 Ave & Park Pl","40.6776147","-73.97324283","3329","Degraw St & Smith St","40.6829151","-73.99318208","17305","Subscriber","1982","2"
"648","9/1/2016 00:31:28","9/1/2016 00:42:16","490","8 Ave & W 33 St","40.751551","-73.993934","514","12 Ave & W 40 St","40.76087502","-74.00277668","24925","Subscriber","1971","1"
"189","9/1/2016 00:31:31","9/1/2016 00:34:40","3265","E 2 St & 2 Ave","40.7245634290432","-73.9894437789917","301","E 2 St & Avenue B","40.72217444","-73.98368779","18457","Subscriber","1990","1"
"909","9/1/2016 00:31:45","9/1/2016 00:46:55","414","Pearl St & Anchorage Pl","40.70281858","-73.98765762","443","Bedford Ave & S 9 St","40.70853074","-73.96408963","17445","Subscriber","1980","2"
"416","9/1/2016 00:31:54","9/1/2016 00:38:51","3420","Douglass St & 3 Ave","40.6802133","-73.98432695","3329","Degraw St & Smith St","40.6829151","-73.99318208","26725","Subscriber","1967","1"
"453","9/1/2016 00:31:54","9/1/2016 00:39:28","3150","E 85 St & York Ave","40.77536905","-73.94803392","3150","E 85 St & York Ave","40.77536905","-73.94803392","21287","Subscriber","1987","1"
"353","9/1/2016 00:31:58","9/1/2016 00:37:52","3064","Myrtle Ave & Lewis Ave","40.69681963","-73.93756926","3058","Lewis Ave & Kosciuszko St","40.69237074","-73.93705428","16373","Customer","","0"
"314","9/1/2016 00:32:01","9/1/2016 00:37:15","3255","8 Ave & W 31 St","40.7505853470215","-73.9946848154068","458","11 Ave & W 27 St","40.751396","-74.005226","21517","Customer","","0"
"181","9/1/2016 00:32:01","9/1/2016 00:35:02","368","Carmine St & 6 Ave","40.73038599","-74.00214988","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","19262","Subscriber","1960","1"
"307","9/1/2016 00:32:03","9/1/2016 00:37:11","3255","8 Ave & W 31 St","40.7505853470215","-73.9946848154068","458","11 Ave & W 27 St","40.751396","-74.005226","21628","Subscriber","1978","1"
"856","9/1/2016 00:32:17","9/1/2016 00:46:34","453","W 22 St & 8 Ave","40.74475148","-73.99915362","251","Mott St & Prince St","40.72317958","-73.99480012","26875","Subscriber","1988","1"
"806","9/1/2016 00:32:27","9/1/2016 00:45:53","2003","1 Ave & E 18 St","40.733812191966315","-73.98054420948029","442","W 27 St & 7 Ave","40.746647","-73.993915","23708","Subscriber","1967","1"
"657","9/1/2016 00:32:38","9/1/2016 00:43:35","335","Washington Pl & Broadway","40.72903917","-73.99404649","224","Spruce St & Nassau St","40.71146364","-74.00552427","26448","Subscriber","1965","1"
"417","9/1/2016 00:32:45","9/1/2016 00:39:43","460","S 4 St & Wythe Ave","40.71285887","-73.96590294","3110","Meserole Ave & Manhattan Ave","40.72708584","-73.95299117","23241","Subscriber","1989","1"
"687","9/1/2016 00:32:58","9/1/2016 00:44:26","368","Carmine St & 6 Ave","40.73038599","-74.00214988","490","8 Ave & W 33 St","40.751551","-73.993934","16985","Subscriber","1987","1"
"650","9/1/2016 00:32:59","9/1/2016 00:43:49","302","Avenue D & E 3 St","40.72082834","-73.97793172","285","Broadway & E 14 St","40.73454567","-73.99074142","23242","Subscriber","1992","1"
"522","9/1/2016 00:33:06","9/1/2016 00:41:48","254","W 11 St & 6 Ave","40.73532427","-73.99800419","326","E 11 St & 1 Ave","40.72953837","-73.98426726","26944","Subscriber","1987","1"
"1741","9/1/2016 00:33:11","9/1/2016 01:02:12","253","W 13 St & 5 Ave","40.73543934","-73.99453948","285","Broadway & E 14 St","40.73454567","-73.99074142","22364","Subscriber","1993","2"
"573","9/1/2016 00:33:17","9/1/2016 00:42:51","368","Carmine St & 6 Ave","40.73038599","-74.00214988","263","Elizabeth St & Hester St","40.717590818059804","-73.99622440338135","26687","Customer","","0"
"1195","9/1/2016 00:33:23","9/1/2016 00:53:18","447","8 Ave & W 52 St","40.76370739","-73.9851615","3291","Riverside Dr & W 91 St","40.7933718","-73.97685115","23422","Subscriber","1975","1"
"1212","9/1/2016 00:33:28","9/1/2016 00:53:40","157","Henry St & Atlantic Ave","40.69089272","-73.99612349","3062","Myrtle Ave & Marcy Ave","40.69539817","-73.94954908","22775","Customer","","0"
"267","9/1/2016 00:33:29","9/1/2016 00:37:56","444","Broadway & W 24 St","40.7423543","-73.98915076","446","W 24 St & 7 Ave","40.74487634","-73.99529885","15530","Subscriber","1973","2"
"258","9/1/2016 00:33:37","9/1/2016 00:37:56","444","Broadway & W 24 St","40.7423543","-73.98915076","446","W 24 St & 7 Ave","40.74487634","-73.99529885","26741","Subscriber","1970","1"
"266","9/1/2016 00:33:36","9/1/2016 00:38:03","428","E 3 St & 1 Ave","40.72467721","-73.98783413","317","E 6 St & Avenue B","40.72453734","-73.98185424","17416","Subscriber","1982","1"
"890","9/1/2016 00:33:52","9/1/2016 00:48:43","444","Broadway & W 24 St","40.7423543","-73.98915076","228","E 48 St & 3 Ave","40.7546011026","-73.971878855","16370","Customer","","0"
"1923","9/1/2016 00:34:33","9/1/2016 01:06:37","3137","5 Ave & E 73 St","40.77282817","-73.96685276","401","Allen St & Rivington St","40.72019576","-73.98997825","26587","Subscriber","1959","1"
"1259","9/1/2016 00:34:34","9/1/2016 00:55:33","244","Willoughby Ave & Hall St","40.69196035","-73.96536851","3042","Fulton St & Utica Ave","40.6794268","-73.9298911","23261","Subscriber","1985","2"
"1022","9/1/2016 00:34:56","9/1/2016 00:51:58","471","Grand St & Havemeyer St","40.71286844","-73.95698119","408","Market St & Cherry St","40.71076228","-73.99400398","23508","Subscriber","1980","1"
"215","9/1/2016 00:33:55","9/1/2016 00:37:30","316","Fulton St & William St","40.70955958","-74.00653609","376","John St & William St","40.70862144","-74.00722156","25863","Subscriber","1991","1"
"313","9/1/2016 00:35:06","9/1/2016 00:40:20","127","Barrow St & Hudson St","40.73172428","-74.00674436","284","Greenwich Ave & 8 Ave","40.7390169121","-74.0026376103","25927","Subscriber","1988","1"
"516","9/1/2016 00:35:16","9/1/2016 00:43:53","229","Great Jones St","40.72743423","-73.99379025","394","E 9 St & Avenue C","40.72521311","-73.97768752","24957","Subscriber","1983","1"
"606","9/1/2016 00:35:19","9/1/2016 00:45:25","432","E 7 St & Avenue A","40.72621788","-73.98379855","2009","Catherine St & Monroe St","40.71117444","-73.99682619","25805","Subscriber","1990","2"
"744","9/1/2016 00:35:27","9/1/2016 00:47:52","377","6 Ave & Canal St","40.72243797","-74.00566443","3002","South End Ave & Liberty St","40.711512","-74.015756","25729","Subscriber","1965","2"
"300","9/1/2016 00:34:21","9/1/2016 00:39:22","3402","Court St & State St","40.6902375","-73.99203074","3422","Columbia St & Degraw St","40.6859296","-74.00242364","18442","Subscriber","1973","1"
"198","9/1/2016 00:35:36","9/1/2016 00:38:55","116","W 17 St & 8 Ave","40.74177603","-74.00149746","446","W 24 St & 7 Ave","40.74487634","-73.99529885","25283","Subscriber","1990","2"
"297","9/1/2016 00:35:47","9/1/2016 00:40:45","3016","Kent Ave & N 7 St","40.72036775298455","-73.96165072917938","3105","N 15 St & Wythe Ave","40.724055","-73.955736","25506","Subscriber","1987","2"
"964","9/1/2016 00:35:53","9/1/2016 00:51:57","410","Suffolk St & Stanton St","40.72066442","-73.98517977","334","W 20 St & 7 Ave","40.74238787","-73.99726235","26452","Subscriber","1985","1"
"203","9/1/2016 00:35:53","9/1/2016 00:39:17","147","Greenwich St & Warren St","40.71542197","-74.01121978","329","Greenwich St & North Moore St","40.72015227023285","-74.01036500930786","23385","Subscriber","1987","1"
"671","9/1/2016 00:35:59","9/1/2016 00:47:10","434","9 Ave & W 18 St","40.74317449","-74.00366443","477","W 41 St & 8 Ave","40.75640548","-73.9900262","24927","Subscriber","1979","1"
"487","9/1/2016 00:36:12","9/1/2016 00:44:19","229","Great Jones St","40.72743423","-73.99379025","394","E 9 St & Avenue C","40.72521311","-73.97768752","15465","Subscriber","1985","2"
"570","9/1/2016 00:36:17","9/1/2016 00:45:48","284","Greenwich Ave & 8 Ave","40.7390169121","-74.0026376103","448","W 37 St & 10 Ave","40.75660359","-73.9979009","20004","Subscriber","1978","1"
"199","9/1/2016 00:36:17","9/1/2016 00:39:37","477","W 41 St & 8 Ave","40.75640548","-73.9900262","447","8 Ave & W 52 St","40.76370739","-73.9851615","23730","Subscriber","1983","1"
"581","9/1/2016 00:34:47","9/1/2016 00:44:28","3140","1 Ave & E 78 St","40.77140426","-73.9535166","3148","E 84 St & 1 Ave","40.77565541","-73.95068615","18503","Subscriber","1975","2"
"552","9/1/2016 00:34:52","9/1/2016 00:44:05","3140","1 Ave & E 78 St","40.77140426","-73.9535166","3148","E 84 St & 1 Ave","40.77565541","-73.95068615","22791","Subscriber","1966","1"
"1421","9/1/2016 00:34:44","9/1/2016 00:58:25","2010","Grand St & Greene St","40.72165481","-74.00234737","243","Fulton St & Rockwell Pl","40.688226","-73.979382","17941","Subscriber","1990","1"
"769","9/1/2016 00:36:54","9/1/2016 00:49:44","3143","5 Ave & E 78 St","40.77682863439968","-73.96388769149779","281","Grand Army Plaza & Central Park S","40.7643971","-73.97371465","25838","Subscriber","1983","2"
"368","9/1/2016 00:37:11","9/1/2016 00:43:20","3082","Hope St & Union Ave","40.71167351","-73.95141312","3086","Graham Ave & Conselyea St","40.715143","-73.944507","25161","Customer","","0"
"358","9/1/2016 00:37:21","9/1/2016 00:43:20","3082","Hope St & Union Ave","40.71167351","-73.95141312","3086","Graham Ave & Conselyea St","40.715143","-73.944507","18309","Customer","","0"
"216","9/1/2016 00:37:54","9/1/2016 00:41:30","306","Cliff St & Fulton St","40.70823502","-74.00530063","224","Spruce St & Nassau St","40.71146364","-74.00552427","24349","Subscriber","1996","1"
"294","9/1/2016 00:38:03","9/1/2016 00:42:57","3260","Mercer St & Bleecker St","40.72706363348306","-73.99662137031554","2004","6 Ave & Broome St","40.724399","-74.004704","15345","Subscriber","1992","1"
"369","9/1/2016 00:38:25","9/1/2016 00:44:34","3107","Bedford Ave & Nassau Ave","40.72311651","-73.95212324","3115","India St & Manhattan Ave","40.73232194","-73.9550858","16583","Subscriber","1976","1"
"322","9/1/2016 00:38:30","9/1/2016 00:43:53","3329","Degraw St & Smith St","40.6829151","-73.99318208","3335","Union St & 4 Ave","40.6772744","-73.98282002","14708","Subscriber","1984","2"
"711","9/1/2016 00:38:36","9/1/2016 00:50:28","3341","Central Park West & W 102 St","40.795346","-73.96186","3168","Central Park West & W 85 St","40.78472675","-73.96961715","16574","Subscriber","1969","1"
"638","9/1/2016 00:38:42","9/1/2016 00:49:20","528","2 Ave & E 31 St","40.74290902","-73.97706058","263","Elizabeth St & Hester St","40.717590818059804","-73.99622440338135","21586","Subscriber","1987","1"
"998","9/1/2016 00:38:59","9/1/2016 00:55:37","490","8 Ave & W 33 St","40.751551","-73.993934","3153","E 71 St & 2 Ave","40.76817546742245","-73.95910263061523","22526","Subscriber","1990","1"
"1064","9/1/2016 00:39:09","9/1/2016 00:56:54","3243","E 58 St & 1 Ave","40.75892386377695","-73.96226227283478","450","W 49 St & 8 Ave","40.76227205","-73.98788205","25394","Subscriber","1988","1"
"448","9/1/2016 00:39:20","9/1/2016 00:46:48","265","Stanton St & Chrystie St","40.72229346","-73.99147535","326","E 11 St & 1 Ave","40.72953837","-73.98426726","16682","Subscriber","1985","2"
"301","9/1/2016 00:39:25","9/1/2016 00:44:26","83","Atlantic Ave & Fort Greene Pl","40.68382604","-73.97632328","3416","7 Ave & Park Pl","40.6776147","-73.97324283","18079","Subscriber","1980","2"
"439","9/1/2016 00:39:24","9/1/2016 00:46:44","3103","N 11 St & Wythe Ave","40.72153267","-73.95782357","471","Grand St & Havemeyer St","40.71286844","-73.95698119","25938","Subscriber","1984","1"
"561","9/1/2016 00:39:50","9/1/2016 00:49:12","2021","W 45 St & 8 Ave","40.75929124","-73.98859651","522","E 51 St & Lexington Ave","40.75714758","-73.97207836","23292","Subscriber","1954","1"
"496","9/1/2016 00:39:54","9/1/2016 00:48:10","116","W 17 St & 8 Ave","40.74177603","-74.00149746","369","Washington Pl & 6 Ave","40.73224119","-74.00026394","22890","Subscriber","1976","1"
"354","9/1/2016 00:39:54","9/1/2016 00:45:49","453","W 22 St & 8 Ave","40.74475148","-73.99915362","486","Broadway & W 29 St","40.7462009","-73.98855723","22082","Subscriber","1969","1"
"599","9/1/2016 00:39:57","9/1/2016 00:49:57","389","Broadway & Berry St","40.71044554","-73.96525063","3095","Graham Ave & Herbert St","40.71929301","-73.94500379","16595","Subscriber","1986","1"
"987","9/1/2016 00:40:19","9/1/2016 00:56:46","2004","6 Ave & Broome St","40.724399","-74.004704","3258","W 27 St & 10 Ave","40.75018156325683","-74.00218427181244","19922","Subscriber","1969","1"
"409","9/1/2016 00:40:21","9/1/2016 00:47:10","471","Grand St & Havemeyer St","40.71286844","-73.95698119","3092","Berry St & N 8 St","40.7190095","-73.95852515","26844","Subscriber","1980","1"
"1109","9/1/2016 00:40:23","9/1/2016 00:58:53","460","S 4 St & Wythe Ave","40.71285887","-73.96590294","3129","Queens Plaza North & Crescent St","40.75110165","-73.94073717","26011","Subscriber","1979","1"
"239","9/1/2016 00:40:24","9/1/2016 00:44:23","525","W 34 St & 11 Ave","40.75594159","-74.0021163","388","W 26 St & 10 Ave","40.749717753","-74.002950346","26798","Subscriber","1969","1"
"480","9/1/2016 00:40:27","9/1/2016 00:48:27","505","6 Ave & W 33 St","40.74901271","-73.98848395","434","9 Ave & W 18 St","40.74317449","-74.00366443","23034","Subscriber","1970","1"
"557","9/1/2016 00:41:02","9/1/2016 00:50:20","3086","Graham Ave & Conselyea St","40.715143","-73.944507","3115","India St & Manhattan Ave","40.73232194","-73.9550858","25284","Subscriber","1995","1"
"227","9/1/2016 00:41:15","9/1/2016 00:45:03","3242","Schermerhorn St & Court St","40.69102925677968","-73.99183362722397","3329","Degraw St & Smith St","40.6829151","-73.99318208","19309","Subscriber","1983","1"
"195","9/1/2016 00:42:12","9/1/2016 00:45:28","447","8 Ave & W 52 St","40.76370739","-73.9851615","480","W 53 St & 10 Ave","40.76669671","-73.99061728","23730","Subscriber","1978","1"
"685","9/1/2016 00:36:56","9/1/2016 00:48:21","440","E 45 St & 3 Ave","40.75255434","-73.97282625","491","E 24 St & Park Ave S","40.74096374","-73.98602213","17543","Subscriber","1989","1"
"161","9/1/2016 00:39:41","9/1/2016 00:42:23","440","E 45 St & 3 Ave","40.75255434","-73.97282625","516","E 47 St & 1 Ave","40.75206862","-73.96784384","14918","Subscriber","1981","1"
"269","9/1/2016 00:42:21","9/1/2016 00:46:51","236","St Marks Pl & 2 Ave","40.7284186","-73.98713956","301","E 2 St & Avenue B","40.72217444","-73.98368779","23786","Subscriber","1986","1"
"420","9/1/2016 00:42:32","9/1/2016 00:49:33","368","Carmine St & 6 Ave","40.73038599","-74.00214988","438","St Marks Pl & 1 Ave","40.72779126","-73.98564945","19899","Customer","","0"
"232","9/1/2016 00:42:38","9/1/2016 00:46:30","3073","Division Ave & Hooper St","40.70691254","-73.95441667","3082","Hope St & Union Ave","40.71167351","-73.95141312","22672","Subscriber","1968","1"
"200","9/1/2016 00:42:40","9/1/2016 00:46:00","3107","Bedford Ave & Nassau Ave","40.72311651","-73.95212324","3103","N 11 St & Wythe Ave","40.72153267","-73.95782357","15900","Subscriber","1981","1"
"200","9/1/2016 00:42:40","9/1/2016 00:46:00","3107","Bedford Ave & Nassau Ave","40.72311651","-73.95212324","3103","N 11 St & Wythe Ave","40.72153267","-73.95782357","22035","Subscriber","1983","2"
"1472","9/1/2016 00:42:47","9/1/2016 01:07:20","3126","44 Dr & Jackson Ave","40.74718234","-73.9432635","3016","Kent Ave & N 7 St","40.72036775298455","-73.96165072917938","25362","Subscriber","1992","1"
"340","9/1/2016 00:42:55","9/1/2016 00:48:35","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","401","Allen St & Rivington St","40.72019576","-73.98997825","16752","Subscriber","1999","1"
"283","9/1/2016 00:42:59","9/1/2016 00:47:42","328","Watts St & Greenwich St","40.72405549","-74.00965965","426","West St & Chambers St","40.71754834","-74.01322069","20944","Subscriber","1945","1"
"719","9/1/2016 00:43:21","9/1/2016 00:55:21","354","Emerson Pl & Myrtle Ave","40.69363137","-73.96223558","437","Macon St & Nostrand Ave","40.6809833854","-73.9500479759","23239","Subscriber","1976","1"
"302","9/1/2016 00:43:24","9/1/2016 00:48:26","311","Norfolk St & Broome St","40.7172274","-73.98802084","296","Division St & Bowery","40.71413089","-73.9970468","23106","Subscriber","1983","1"
"350","9/1/2016 00:43:23","9/1/2016 00:49:14","348","W Broadway & Spring St","40.72490985","-74.00154702","251","Mott St & Prince St","40.72317958","-73.99480012","17174","Subscriber","1983","2"
"208","9/1/2016 00:43:27","9/1/2016 00:46:55","82","St James Pl & Pearl St","40.71117416","-74.00016545","331","Pike St & Monroe St","40.71173107","-73.99193043","25627","Subscriber","1989","1"
"355","9/1/2016 00:43:40","9/1/2016 00:49:36","3081","Graham Ave & Grand St","40.711863","-73.944024","471","Grand St & Havemeyer St","40.71286844","-73.95698119","22578","Subscriber","1988","1"
"258","9/1/2016 00:43:48","9/1/2016 00:48:06","520","W 52 St & 5 Ave","40.75992262","-73.97648516","281","Grand Army Plaza & Central Park S","40.7643971","-73.97371465","20969","Subscriber","1986","1"
"1165","9/1/2016 00:44:03","9/1/2016 01:03:28","454","E 51 St & 1 Ave","40.75455731","-73.96592976","432","E 7 St & Avenue A","40.72621788","-73.98379855","26387","Subscriber","1990","1"
"1057","9/1/2016 00:44:11","9/1/2016 01:01:48","473","Rivington St & Chrystie St","40.72110063","-73.9919254","505","6 Ave & W 33 St","40.74901271","-73.98848395","24053","Subscriber","1994","1"
"1044","9/1/2016 00:44:19","9/1/2016 01:01:44","468","Broadway & W 55 St","40.7652654","-73.98192338","3363","E 102 St & Park Ave","40.7904828","-73.95033068","26920","Subscriber","1983","1"
